0.358,0.049,0.396
0.886,0.119,0.428
0.094,0.750,0.381
0.892,0.241,0.449
0.846,0.034,0.644
0.701,0.961,0.565
0.690,1.007,0.452
0.367,0.082,0.353
0.896,0.020,0.618
0.457,0.728,0.768
0.925,0.245,0.513
0.061,0.762,0.369
0.025,0.759,0.400
0.446,0.665,0.885
0.748,0.950,0.570
0.353,0.066,0.227
0.933,0.174,0.484
0.519,0.004,0.303
0.352,0.057,0.256
0.858,0.242,0.458
0.875,0.246,0.532
0.091,0.806,0.434
0.954,0.035,0.671
0.934,0.229,0.402
0.766,0.966,0.473
0.873,0.210,0.423
0.973,0.014,0.641
0.973,0.197,0.448
0.381,0.106,0.316
0.480,0.014,0.322
0.883,0.204,0.441
0.475,0.615,0.827
0.990,0.035,0.650
0.030,0.794,0.381
0.894,0.042,0.634
0.539,0.608,0.830
0.516,0.068,0.202
0.368,0.081,0.296
0.936,0.070,0.594
0.115,0.781,0.387
0.356,0.035,0.268
0.780,1.005,0.517
0.897,0.008,0.608
0.458,0.635,0.861
0.667,0.893,0.544
0.510,0.074,0.307
0.331,0.068,0.247
0.914,0.218,0.488
0.025,0.753,0.466
0.491,0.613,0.763
0.944,0.146,0.524
0.751,0.981,0.564
0.686,1.002,0.580
0.869,0.041,0.552
0.927,0.079,0.607
0.956,0.021,0.616
0.316,0.032,0.277
0.462,0.119,0.290
0.682,0.963,0.520
0.514,0.174,0.309
0.964,0.005,0.576
0.919,0.231,0.488
0.735,0.916,0.581
0.072,0.795,0.515
0.959,0.187,0.440
0.911,0.036,0.583
0.939,0.018,0.553
0.917,0.127,0.582
0.660,1.017,0.535
0.373,0.116,0.307
0.027,0.806,0.467
0.726,1.010,0.582
0.760,0.914,0.512
0.927,0.054,0.675
0.932,0.253,0.499
0.069,0.882,0.443
0.938,0.255,0.514
0.670,1.000,0.535
0.958,0.255,0.542
0.710,0.998,0.556
0.492,0.083,0.266
0.351,0.101,0.295
0.740,1.022,0.588
0.090,0.769,0.463
0.681,0.999,0.572
1.000,0.033,0.575
0.033,0.705,0.485
0.033,0.852,0.397
0.515,0.054,0.282
0.422,0.031,0.304
0.905,0.247,0.437
0.403,0.081,0.321
0.531,0.114,0.261
0.482,0.091,0.286
0.501,0.652,0.886
0.045,0.758,0.496
0.759,0.944,0.438
0.908,0.288,0.521
0.526,0.028,0.301
0.530,0.670,0.775
0.900,0.206,0.414
0.533,0.079,0.296
0.897,0.184,0.419
0.983,0.242,0.485
0.980,0.290,0.502
0.872,0.166,0.378
0.931,0.209,0.412
0.523,0.631,0.788
0.885,0.269,0.514
0.070,0.753,0.457
0.938,0.256,0.528
0.963,0.002,0.555
0.937,0.226,0.594
0.870,0.051,0.603
0.392,0.090,0.352
0.062,0.762,0.425
0.331,0.112,0.353
0.379,0.099,0.294
0.926,0.192,0.445
0.525,0.065,0.221
1.006,0.234,0.600
0.837,0.280,0.451
0.917,0.241,0.470
0.901,0.230,0.444
0.434,0.006,0.295
0.401,0.120,0.264
0.068,0.822,0.442
0.475,0.690,0.817
0.539,0.718,0.791
0.020,0.710,0.424
0.381,0.110,0.289
0.023,0.706,0.456
0.528,0.098,0.177
0.709,1.016,0.570
0.462,0.689,0.771
0.708,0.968,0.572
0.903,0.201,0.450
0.480,0.710,0.834
1.022,0.032,0.647
0.986,0.032,0.622
0.971,0.002,0.631
0.969,0.231,0.562
0.360,0.101,0.304
0.340,0.040,0.276
0.920,0.052,0.639
0.862,0.248,0.461
0.393,0.132,0.228
0.568,0.093,0.259
0.951,0.030,0.569
0.964,0.205,0.536
0.398,0.006,0.276
0.857,0.233,0.431
0.938,0.024,0.510
0.929,0.039,0.569
0.695,0.976,0.510
0.556,0.693,0.837
0.710,0.958,0.518
0.491,0.680,0.817
0.885,0.227,0.437
0.410,0.134,0.285
0.113,0.765,0.403
0.034,0.816,0.434
0.556,0.731,0.826
0.845,0.012,0.673
0.754,1.008,0.557
0.926,0.021,0.641
0.773,0.927,0.489
0.978,0.006,0.579
0.070,0.834,0.488
0.408,0.072,0.318
0.859,0.231,0.392
0.928,0.256,0.486
0.735,0.993,0.535
0.007,0.798,0.434
0.496,0.029,0.267
0.405,0.072,0.294
0.046,0.735,0.400
0.722,0.975,0.519
0.936,0.263,0.374
0.782,1.030,0.572
1.002,0.183,0.531
0.700,1.011,0.569
0.325,0.003,0.303
0.566,0.674,0.873
0.995,0.208,0.452
0.380,0.067,0.299
0.624,0.974,0.508
0.929,0.245,0.431
0.434,0.114,0.284
0.967,0.250,0.589
0.411,0.106,0.301
0.518,0.077,0.219
0.331,0.072,0.332
0.694,0.925,0.511
0.385,0.070,0.313
0.079,0.794,0.439
0.044,0.759,0.396
0.965,0.236,0.595
0.917,0.268,0.488
0.891,0.259,0.431
0.418,0.042,0.322
0.131,0.831,0.445
0.079,0.846,0.440
0.027,0.861,0.346
0.809,1.034,0.595
0.487,0.082,0.265
0.944,0.092,0.675
0.989,0.193,0.567
0.973,0.040,0.670
0.880,0.274,0.495
0.110,0.768,0.331
0.907,0.242,0.527
0.925,0.036,0.604
0.883,0.215,0.557
0.769,0.979,0.504
1.037,0.017,0.557
0.518,0.652,0.817
0.961,0.230,0.481
0.926,0.288,0.424
0.719,1.038,0.534
0.717,0.991,0.529
0.944,0.232,0.533
0.298,0.070,0.193
0.729,0.976,0.590
0.407,0.117,0.243
0.830,0.195,0.500
0.491,0.739,0.857
0.998,0.203,0.613
0.097,0.755,0.457
0.097,0.840,0.419
0.887,0.198,0.482
0.975,0.231,0.517
0.378,0.038,0.307
0.416,0.056,0.230
1.009,0.203,0.597
0.917,0.210,0.454
0.910,0.204,0.553
0.941,0.187,0.550
0.527,0.062,0.234
0.399,0.091,0.313
0.527,0.707,0.763
0.410,0.673,0.740
0.469,0.068,0.313
0.979,0.208,0.521
0.596,0.069,0.305
0.927,0.271,0.609
0.880,0.212,0.411
0.105,0.785,0.417
0.567,0.048,0.260
0.876,0.213,0.502
0.942,0.018,0.622
0.477,0.684,0.874
0.887,0.187,0.565
0.937,0.204,0.644
0.381,0.028,0.302
0.500,0.679,0.787
0.493,0.004,0.270
0.044,0.845,0.414
0.688,0.933,0.494
0.940,0.192,0.460
0.998,0.260,0.491
0.356,0.040,0.258
0.972,0.085,0.649
0.967,0.249,0.571
0.962,0.033,0.585
0.290,0.027,0.271
0.917,0.019,0.592
0.379,0.011,0.301
0.078,0.774,0.438
0.445,0.008,0.246
0.090,0.765,0.507
0.381,0.036,0.279
0.906,0.274,0.426
0.398,0.084,0.236
0.858,0.223,0.427
0.949,0.022,0.614
0.954,0.235,0.512
0.070,0.710,0.409
0.368,0.074,0.344
0.428,0.068,0.271
0.950,0.017,0.598
0.513,0.012,0.244
0.571,0.744,0.750
0.005,0.839,0.428
0.441,0.136,0.329
0.502,0.662,0.806
0.452,0.729,0.775
0.054,0.775,0.399
0.952,0.217,0.516
0.762,0.976,0.532
0.501,0.120,0.301
0.341,0.035,0.330
0.976,0.261,0.545
0.054,0.760,0.468
1.025,0.180,0.580
0.939,0.030,0.658
0.478,0.089,0.331
0.680,0.913,0.524
0.765,0.998,0.457
0.492,0.042,0.218
0.869,0.048,0.515
0.965,0.286,0.520
0.998,0.212,0.556
0.906,0.231,0.477
0.025,0.799,0.511
0.052,0.833,0.404
0.936,0.040,0.640
0.500,0.079,0.168
0.862,0.081,0.585
0.080,0.746,0.428
0.466,0.662,0.714
0.507,0.075,0.298
0.503,0.712,0.781
0.570,0.595,0.851
0.495,0.640,0.721
0.908,0.030,0.584
0.543,0.680,0.878
0.331,0.030,0.295
0.473,0.072,0.262
0.470,0.020,0.303
0.992,0.201,0.545
0.096,0.783,0.514
0.977,0.285,0.592
0.084,0.817,0.512
0.063,0.852,0.402
0.528,0.074,0.293
0.466,0.107,0.276
0.397,0.111,0.212
0.688,0.948,0.542
0.353,0.050,0.302
0.471,0.050,0.264
0.920,0.063,0.547
0.549,0.705,0.802
0.810,0.231,0.476
0.882,0.199,0.476
0.475,0.725,0.766
0.896,0.193,0.441
0.932,0.033,0.673
0.781,0.971,0.507
0.568,0.685,0.896
0.965,0.207,0.566
0.859,0.166,0.415
0.164,0.792,0.428
1.023,0.215,0.436
0.040,0.815,0.430
0.384,0.086,0.238
0.922,0.045,0.570
0.627,0.954,0.562
0.471,0.654,0.821
0.441,0.078,0.249
0.913,0.208,0.424
0.464,0.680,0.754
0.804,0.987,0.606
0.690,0.999,0.501
0.463,0.021,0.229
0.790,0.913,0.491
0.391,0.112,0.291
0.077,0.768,0.426
0.076,0.762,0.415
0.945,0.229,0.574
0.706,0.992,0.591
0.061,0.826,0.429
0.147,0.825,0.437
0.872,0.231,0.431
0.886,0.212,0.453
0.714,0.995,0.588
0.491,0.093,0.306
0.950,0.030,0.614
0.822,0.236,0.475
0.948,0.280,0.523
0.334,0.103,0.295
0.419,0.006,0.237
0.122,0.754,0.465
0.754,0.973,0.590
0.931,0.022,0.650
0.461,0.689,0.763
0.499,0.077,0.222
0.536,0.084,0.278
0.920,0.201,0.497
0.898,0.210,0.459
0.561,0.645,0.799
0.708,1.012,0.539
0.333,0.031,0.229
0.471,0.650,0.853
0.545,0.692,0.834
0.298,0.110,0.212
0.925,0.244,0.517
0.858,0.154,0.518
0.938,0.016,0.586
0.419,0.034,0.268
0.347,0.058,0.271
0.969,0.237,0.634
0.463,0.040,0.289
0.350,0.082,0.246
0.830,0.201,0.451
0.701,0.969,0.634
0.401,0.089,0.310
0.882,0.176,0.437
0.936,0.046,0.550
0.772,0.890,0.547
0.480,0.107,0.325
0.491,0.726,0.766
0.871,0.174,0.561
0.955,0.207,0.530
0.514,0.111,0.256
0.978,0.040,0.601
0.940,0.277,0.493
0.659,0.982,0.558
0.518,0.662,0.723
0.874,0.064,0.573
0.519,0.091,0.238
1.023,0.168,0.536
0.346,0.118,0.290
1.000,0.096,0.573
0.859,0.026,0.640
0.726,1.026,0.530
0.987,0.287,0.579
0.877,0.213,0.458
0.981,0.236,0.517
0.939,0.226,0.545
0.078,0.753,0.429
0.499,0.639,0.810
0.519,0.712,0.839
0.420,0.086,0.259
0.948,0.231,0.451
0.502,0.667,0.803
0.767,0.986,0.566
0.491,0.597,0.771
0.323,0.030,0.231
0.348,0.134,0.252
0.938,0.005,0.638
0.584,0.624,0.863
0.727,0.929,0.513
0.922,0.163,0.565
0.451,0.114,0.312
0.077,0.815,0.571
0.101,0.771,0.376
0.121,0.784,0.476
0.359,0.060,0.243
1.003,0.256,0.535
0.925,0.209,0.466
0.406,0.115,0.338
0.531,0.098,0.305
0.732,0.976,0.540
0.378,0.022,0.231
0.753,0.975,0.521
0.922,0.140,0.463
0.973,0.212,0.492
0.844,0.216,0.455
0.713,1.004,0.580
0.517,0.566,0.796
0.988,0.278,0.491
0.477,0.107,0.261
0.059,0.810,0.500
0.022,0.843,0.426
0.097,0.711,0.422
0.084,0.865,0.390
0.821,1.026,0.557
0.406,0.105,0.330
0.918,0.191,0.514
0.492,0.655,0.834
0.122,0.797,0.463
0.418,0.019,0.267
0.992,0.238,0.457
0.442,0.082,0.286
0.100,0.787,0.414
0.081,0.787,0.405
0.977,0.275,0.612
0.466,0.107,0.296
0.912,0.306,0.481
0.511,0.163,0.284
0.407,0.062,0.232
0.033,0.729,0.451
0.463,0.080,0.326
0.947,0.272,0.521
0.885,0.342,0.500
0.482,0.650,0.786
0.996,0.208,0.587
0.553,0.069,0.310
0.955,0.194,0.436
0.468,0.677,0.813
0.461,0.093,0.281
0.899,0.165,0.544
0.880,0.224,0.433
0.775,0.955,0.538
0.997,0.038,0.534
0.906,0.125,0.466
0.491,0.044,0.280
0.927,0.222,0.523
0.916,0.198,0.395
0.462,0.079,0.293
