0.280,0.546
0.034,0.777
0.956,0.504
0.436,0.694
0.059,0.838
0.505,0.784
0.988,0.515
0.951,0.469
1.039,0.604
0.397,0.744
0.421,0.072
0.346,0.519
0.498,0.045
0.391,0.730
0.342,0.499
0.069,0.800
0.444,0.668
0.349,0.533
0.308,0.577
0.275,0.478
0.458,0.103
0.295,0.530
0.537,0.000
0.439,0.730
0.088,0.742
0.223,0.489
0.233,0.428
0.217,0.479
0.061,0.742
0.426,0.709
0.584,0.087
0.076,0.778
0.073,0.769
0.470,0.756
0.324,0.459
0.080,0.757
0.537,0.135
1.005,0.611
0.415,0.680
0.352,0.726
0.929,0.540
0.292,0.400
0.264,0.501
1.023,0.576
0.445,0.633
0.072,0.812
0.403,0.730
0.418,0.771
0.480,0.687
0.052,0.783
1.007,0.529
1.068,0.547
0.113,0.823
0.498,0.073
0.941,0.531
0.124,0.779
0.121,0.786
0.424,0.705
1.060,0.564
0.969,0.475
0.481,0.786
0.020,0.776
0.061,0.811
0.544,0.140
0.442,0.664
0.519,0.176
0.050,0.852
0.086,0.766
0.269,0.535
0.271,0.563
0.963,0.483
0.131,0.808
0.275,0.501
0.410,0.771
0.508,0.060
0.432,0.115
0.072,0.761
0.922,0.526
0.491,0.747
0.445,0.699
0.529,0.069
0.993,0.490
0.989,0.632
0.468,0.018
0.519,0.031
0.086,0.778
0.969,0.474
0.287,0.575
0.101,0.749
0.985,0.551
0.459,0.030
0.262,0.418
0.518,0.042
1.041,0.463
0.161,0.757
0.066,0.753
0.319,0.484
0.248,0.486
0.132,0.742
0.973,0.491
0.432,0.693
0.335,0.528
0.460,0.762
0.469,0.740
0.525,0.135
0.531,0.089
0.522,0.028
0.205,0.588
0.473,0.730
0.460,0.039
0.456,0.667
0.425,0.673
0.063,0.900
0.098,0.695
0.070,0.724
0.030,0.845
0.231,0.463
0.258,0.530
0.984,0.549
0.266,0.505
0.038,0.726
0.499,0.000
0.281,0.476
0.462,0.115
0.518,0.747
0.260,0.527
0.126,0.783
0.247,0.575
0.950,0.507
0.504,0.075
0.384,0.773
1.000,0.550
0.408,0.765
0.282,0.505
0.207,0.512
0.497,0.077
0.488,0.016
0.498,0.086
0.985,0.541
0.449,0.699
0.427,0.058
0.978,0.512
0.530,0.049
0.034,0.732
0.982,0.612
0.518,0.046
0.917,0.594
0.932,0.601
0.487,0.756
0.312,0.524
0.274,0.515
0.068,0.795
0.500,0.080
0.025,0.808
1.022,0.507
0.337,0.467
0.460,0.768
0.955,0.554
0.400,0.071
0.251,0.499
0.533,0.067
0.123,0.744
0.981,0.538
0.477,0.103
0.575,0.053
1.015,0.513
0.047,0.775
1.000,0.538
0.422,0.092
0.207,0.523
0.469,0.742
0.196,0.760
0.101,0.796
0.510,0.041
0.304,0.509
0.054,0.818
0.501,0.724
0.220,0.523
0.446,0.110
0.288,0.554
0.272,0.438
0.119,0.819
0.273,0.446
0.069,0.827
0.459,0.100
0.056,0.791
1.008,0.448
0.047,0.770
0.419,0.077
0.264,0.500
0.122,0.751
1.036,0.516
0.231,0.576
0.500,0.135
0.486,0.702
0.017,0.760
0.925,0.491
0.974,0.515
0.390,0.690
0.015,0.791
0.531,0.089
0.499,0.037
0.520,0.718
0.173,0.783
0.265,0.439
0.993,0.500
0.460,0.716
0.417,0.739
0.274,0.522
0.271,0.585
0.460,0.050
0.541,0.109
0.311,0.493
0.452,0.805
0.403,0.728
0.055,0.808
0.479,0.093
0.022,0.810
1.008,0.557
0.430,0.715
0.159,0.752
0.281,0.554
0.234,0.435
0.509,0.045
0.530,0.108
0.949,0.518
0.457,0.624
0.999,0.487
0.517,0.022
0.469,0.745
0.536,0.671
0.066,0.708
0.109,0.772
0.548,0.053
0.187,0.414
0.051,0.785
0.272,0.470
0.905,0.552
0.060,0.789
0.070,0.779
0.966,0.577
1.010,0.508
0.076,0.801
0.110,0.794
0.285,0.498
0.030,0.769
0.503,0.670
0.934,0.526
1.040,0.529
0.526,0.693
0.076,0.740
0.482,0.807
0.239,0.499
0.499,0.154
0.294,0.480
0.083,0.724
0.454,0.695
0.430,0.775
0.443,0.042
0.045,0.794
0.433,0.645
1.016,0.569
0.501,0.027
1.025,0.552
0.133,0.751
0.016,0.787
0.238,0.368
0.233,0.545
1.030,0.535
0.323,0.512
0.045,0.745
1.002,0.511
0.295,0.530
0.085,0.732
0.299,0.465
0.951,0.564
0.537,0.080
0.304,0.481
0.494,0.708
0.293,0.497
0.069,0.827
0.560,0.066
0.092,0.857
0.059,0.767
0.292,0.471
0.535,0.034
0.477,0.047
0.294,0.495
0.465,0.782
0.529,0.669
0.121,0.778
0.249,0.507
0.944,0.545
0.426,0.679
0.472,0.677
0.240,0.473
0.437,0.726
0.461,0.120
0.521,0.063
0.093,0.763
0.444,0.673
0.273,0.477
0.091,0.763
0.256,0.575
0.007,0.682
0.426,0.652
0.871,0.552
0.390,0.714
0.152,0.712
1.064,0.506
0.505,0.069
0.512,0.063
0.315,0.722
0.501,0.796
0.474,0.775
0.483,0.034
0.013,0.768
0.463,0.695
1.037,0.494
0.494,0.042
0.961,0.603
0.447,0.765
0.077,0.760
0.130,0.741
0.401,0.700
0.506,0.088
0.018,0.790
0.225,0.470
1.026,0.551
0.922,0.594
0.512,0.108
0.440,0.724
0.549,0.002
0.508,0.032
1.009,0.512
0.087,0.753
0.252,0.450
0.271,0.496
0.478,0.858
0.920,0.497
0.163,0.783
0.957,0.515
0.216,0.476
0.968,0.542
0.526,0.036
0.527,0.065
0.025,0.801
0.315,0.570
0.943,0.524
0.936,0.568
0.440,0.716
0.496,0.669
0.938,0.529
0.424,0.708
0.338,0.703
0.460,0.782
