0.474,0.050
0.432,0.741
0.271,0.490
0.985,0.566
0.451,0.685
0.519,0.681
0.141,0.777
0.253,0.544
0.035,0.855
0.089,0.685
0.319,0.506
0.148,0.746
0.427,0.759
0.257,0.485
0.986,0.511
0.410,0.696
0.263,0.551
0.922,0.471
0.373,0.032
0.208,0.515
0.463,0.752
0.510,0.648
1.011,0.558
0.431,0.071
0.199,0.581
1.035,0.585
0.528,0.092
0.101,0.757
0.469,0.712
0.509,0.127
0.148,0.793
0.383,0.769
0.489,0.099
1.018,0.516
0.088,0.803
0.978,0.520
1.023,0.526
1.005,0.559
0.074,0.739
0.254,0.519
0.236,0.449
1.026,0.543
0.273,0.525
0.927,0.610
0.056,0.803
0.048,0.770
0.983,0.567
1.020,0.569
0.217,0.510
0.284,0.598
0.514,0.676
1.049,0.474
0.040,0.705
0.401,0.701
0.065,0.742
0.532,0.080
0.431,0.679
0.991,0.572
0.254,0.540
0.062,0.863
0.576,0.132
0.292,0.538
1.029,0.568
0.456,0.071
0.052,0.834
0.952,0.600
0.954,0.547
0.278,0.502
0.500,0.056
0.081,0.820
0.262,0.492
0.473,0.709
0.448,0.019
0.477,0.092
0.379,0.688
0.997,0.496
0.310,0.507
0.557,0.053
0.936,0.551
0.428,0.720
0.532,0.034
1.008,0.569
0.307,0.503
0.507,0.132
0.123,0.683
0.258,0.545
0.296,0.478
1.009,0.596
0.179,0.509
0.258,0.549
0.493,0.068
0.999,0.550
0.481,0.090
0.451,0.771
0.351,0.514
0.978,0.491
0.474,0.693
0.107,0.786
0.260,0.518
0.463,0.005
0.472,0.004
0.262,0.464
0.987,0.533
0.463,0.036
0.975,0.578
0.948,0.496
0.294,0.495
0.099,0.832
0.456,0.053
0.963,0.573
0.096,0.711
0.416,0.794
0.272,0.498
0.968,0.489
1.025,0.545
0.053,0.789
0.088,0.787
0.268,0.473
0.286,0.493
1.012,0.528
0.484,0.693
0.094,0.856
0.006,0.806
0.411,0.710
0.504,0.704
0.983,0.502
0.110,0.822
0.924,0.529
0.921,0.462
0.920,0.588
0.982,0.564
0.522,0.001
0.968,0.587
0.247,0.458
0.369,0.082
0.512,0.693
0.504,0.060
0.985,0.570
0.471,0.111
0.969,0.501
0.109,0.794
0.377,0.540
0.942,0.511
0.963,0.554
0.244,0.462
0.990,0.557
0.255,0.577
0.962,0.533
0.304,0.590
0.242,0.507
0.216,0.524
0.099,0.699
0.440,0.741
0.382,0.698
0.484,0.039
0.466,0.056
0.316,0.492
0.913,0.503
0.074,0.843
0.215,0.441
0.113,0.768
0.256,0.488
0.247,0.495
1.066,0.508
0.937,0.519
0.520,0.123
0.531,0.017
0.270,0.542
0.012,0.770
0.011,0.809
1.043,0.490
0.985,0.547
0.051,0.779
0.169,0.510
0.985,0.495
0.224,0.529
0.104,0.830
0.001,0.823
0.525,0.097
0.029,0.808
0.489,0.707
