0.484,0.131,0.271
0.079,0.831,0.434
0.375,0.055,0.290
0.486,0.720,0.825
0.747,0.912,0.545
0.014,0.775,0.427
0.546,0.165,0.280
0.504,0.592,0.806
0.504,0.624,0.837
0.774,0.954,0.533
0.397,0.054,0.296
0.422,0.016,0.362
0.509,0.719,0.816
0.482,0.107,0.336
0.462,0.056,0.244
0.348,0.062,0.272
0.052,0.768,0.399
0.707,0.950,0.586
0.477,0.723,0.856
0.722,1.034,0.571
0.490,0.101,0.184
0.036,0.735,0.391
0.468,0.662,0.831
0.467,0.122,0.307
0.539,0.695,0.846
0.486,0.638,0.794
0.397,0.082,0.298
0.718,0.952,0.570
0.562,0.080,0.265
0.343,0.047,0.274
0.459,0.671,0.819
0.347,0.092,0.348
0.486,0.688,0.864
0.729,0.990,0.527
0.299,0.082,0.228
0.703,0.881,0.554
0.417,0.011,0.274
0.393,0.063,0.220
0.522,0.644,0.774
0.485,0.715,0.767
0.378,0.068,0.339
0.553,0.094,0.231
0.093,0.785,0.374
0.357,0.062,0.310
0.761,0.983,0.517
0.680,1.001,0.552
0.699,0.986,0.574
0.056,0.738,0.453
0.751,1.031,0.572
0.763,0.935,0.521
0.697,0.992,0.557
0.725,0.951,0.484
0.475,0.693,0.788
0.327,0.088,0.306
0.121,0.732,0.358
0.574,0.602,0.876
0.683,1.003,0.596
0.515,0.121,0.323
0.036,0.794,0.451
0.762,0.959,0.520
0.745,0.984,0.505
0.767,1.021,0.490
0.750,0.959,0.523
0.337,0.064,0.304
0.749,0.966,0.531
0.487,0.671,0.816
0.567,0.712,0.809
0.787,1.070,0.509
0.540,0.109,0.267
0.462,0.068,0.249
0.352,0.023,0.245
0.469,0.645,0.856
0.380,0.058,0.262
0.601,0.719,0.849
0.765,0.917,0.538
0.339,0.068,0.312
0.776,0.970,0.534
0.411,0.025,0.324
0.759,0.970,0.511
0.537,0.067,0.289
0.303,0.006,0.290
0.523,0.664,0.773
0.551,0.694,0.807
0.478,0.690,0.781
0.426,0.027,0.286
0.123,0.762,0.441
0.504,0.647,0.810
0.458,0.096,0.307
0.069,0.841,0.393
0.472,0.126,0.282
0.717,0.945,0.523
0.383,0.054,0.283
0.408,0.090,0.279
0.390,0.144,0.301
0.435,0.676,0.769
0.407,0.071,0.259
0.734,0.977,0.532
0.529,0.655,0.805
0.660,1.004,0.568
0.713,1.025,0.592
0.763,1.001,0.557
0.528,0.104,0.295
0.692,0.892,0.609
0.756,0.966,0.494
0.490,0.001,0.249
0.772,0.900,0.517
0.773,1.048,0.554
0.508,0.721,0.798
0.051,0.760,0.521
0.126,0.748,0.391
0.509,0.670,0.815
0.314,0.055,0.294
0.489,0.042,0.332
0.481,0.072,0.255
0.103,0.820,0.473
0.112,0.808,0.434
0.489,0.780,0.756
0.777,0.971,0.600
0.065,0.895,0.429
0.062,0.726,0.427
0.123,0.794,0.439
0.104,0.731,0.442
0.481,0.094,0.341
0.538,0.044,0.252
